UF,Municipio,Ano,RedeEnsino,CodEscola,NomeEscola,CNPJ,CNPJ_formatado,UnidadeExecutora,PrestacaoDeContas,DadosCadastrais,StatusPrestacaoContas,StatusDadosCadastrais,PendenciaPrestacao,PendenciaCadastral,TemPendencia
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040529,ESC MUN ENEIAS DIAS DE ALBUQUERQUE,03201897000100,03.201.897/0001-00,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA ESCOLA ENEIAS DIA","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040529,ESC MUN ENEIAS DIAS DE ALBUQUERQUE,03201897000100,03.201.897/0001-00,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA ESCOLA ENEIAS DIA","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040545,ESC MUN JOSE DA SILVA CARDOSO,03201436000137,03.201.436/0001-37,ASSOC DE PAIS MESTRES E COMUNITARIOS APMC DA EM JOSE DA,"No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.",nan,DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040545,ESC MUN JOSE DA SILVA CARDOSO,03201436000137,03.201.436/0001-37,ASSOC DE PAIS MESTRES E COMUNITARIOS APMC DA EM JOSE DA,"No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.",nan,DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040545,ESC MUN JOSE DA SILVA CARDOSO,03201436000137,03.201.436/0001-37,ASSOC DE PAIS MESTRES E COMUNITARIOS APMC DA EM JOSE DA,"No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.",nan,DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040545,ESC MUN JOSE DA SILVA CARDOSO,03201436000137,03.201.436/0001-37,ASSOC DE PAIS MESTRES E COMUNITARIOS APMC DA EM JOSE DA,"No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.",nan,DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040545,ESC MUN JOSE DA SILVA CARDOSO,03201436000137,03.201.436/0001-37,ASSOC DE PAIS MESTRES E COMUNITARIOS APMC DA EM JOSE DA,"No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.",nan,DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040545,ESC MUN JOSE DA SILVA CARDOSO,03201436000137,03.201.436/0001-37,ASSOC DE PAIS MESTRES E COMUNITARIOS APMC DA EM JOSE DA,"No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.",nan,DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040545,ESC MUN JOSE DA SILVA CARDOSO,03201436000137,03.201.436/0001-37,ASSOC DE PAIS MESTRES E COMUNITARIOS APMC DA EM JOSE DA,"No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.",nan,DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040600,ESC MUN SAO RAIMUNDO,07081794000104,07.081.794/0001-04,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM SAO RAIMUNDO","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040600,ESC MUN SAO RAIMUNDO,07081794000104,07.081.794/0001-04,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM SAO RAIMUNDO","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040600,ESC MUN SAO RAIMUNDO,07081794000104,07.081.794/0001-04,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM SAO RAIMUNDO","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040600,ESC MUN SAO RAIMUNDO,07081794000104,07.081.794/0001-04,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM SAO RAIMUNDO","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040600,ESC MUN SAO RAIMUNDO,07081794000104,07.081.794/0001-04,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM SAO RAIMUNDO","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040600,ESC MUN SAO RAIMUNDO,07081794000104,07.081.794/0001-04,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM SAO RAIMUNDO","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040600,ESC MUN SAO RAIMUNDO,07081794000104,07.081.794/0001-04,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM SAO RAIMUNDO","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040600,ESC MUN SAO RAIMUNDO,07081794000104,07.081.794/0001-04,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM SAO RAIMUNDO","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040600,ESC MUN SAO RAIMUNDO,07081794000104,07.081.794/0001-04,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM SAO RAIMUNDO","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040618,ESC MUN SAO RAIMUNDO I,03201656000160,03.201.656/0001-60,"ASSOC DOS PAIS, MESTRES E COMUNITARIOS DA ESCOLA SAO RAIMU","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040618,ESC MUN SAO RAIMUNDO I,03201656000160,03.201.656/0001-60,"ASSOC DOS PAIS, MESTRES E COMUNITARIOS DA ESCOLA SAO RAIMU","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040618,ESC MUN SAO RAIMUNDO I,03201656000160,03.201.656/0001-60,"ASSOC DOS PAIS, MESTRES E COMUNITARIOS DA ESCOLA SAO RAIMU","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040618,ESC MUN SAO RAIMUNDO I,03201656000160,03.201.656/0001-60,"ASSOC DOS PAIS, MESTRES E COMUNITARIOS DA ESCOLA SAO RAIMU","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040618,ESC MUN SAO RAIMUNDO I,03201656000160,03.201.656/0001-60,"ASSOC DOS PAIS, MESTRES E COMUNITARIOS DA ESCOLA SAO RAIMU","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040618,ESC MUN SAO RAIMUNDO I,03201656000160,03.201.656/0001-60,"ASSOC DOS PAIS, MESTRES E COMUNITARIOS DA ESCOLA SAO RAIMU","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040618,ESC MUN SAO RAIMUNDO I,03201656000160,03.201.656/0001-60,"ASSOC DOS PAIS, MESTRES E COMUNITARIOS DA ESCOLA SAO RAIMU","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040618,ESC MUN SAO RAIMUNDO I,03201656000160,03.201.656/0001-60,"ASSOC DOS PAIS, MESTRES E COMUNITARIOS DA ESCOLA SAO RAIMU","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040618,ESC MUN SAO RAIMUNDO I,03201656000160,03.201.656/0001-60,"ASSOC DOS PAIS, MESTRES E COMUNITARIOS DA ESCOLA SAO RAIMU","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","No h pendncia quanto ao cadastro da UEx , uma vez que o mandato do dirigente est vigente. Entretanto, solicitamos que verifiquem se os dados referentes ao percentual, e-mail e telefone necessitam de atualizao.",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040626,ESC MUN JULIO AUGUSTO CARDELLY,03198875000138,03.198.875/0001-38,"ASSOC DE PAIS, MESTRES E COMUNITARIOS/APMC DA EM JULIO AUG","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040626,ESC MUN JULIO AUGUSTO CARDELLY,03198875000138,03.198.875/0001-38,"ASSOC DE PAIS, MESTRES E COMUNITARIOS/APMC DA EM JULIO AUG","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040626,ESC MUN JULIO AUGUSTO CARDELLY,03198875000138,03.198.875/0001-38,"ASSOC DE PAIS, MESTRES E COMUNITARIOS/APMC DA EM JULIO AUG","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040626,ESC MUN JULIO AUGUSTO CARDELLY,03198875000138,03.198.875/0001-38,"ASSOC DE PAIS, MESTRES E COMUNITARIOS/APMC DA EM JULIO AUG","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040626,ESC MUN JULIO AUGUSTO CARDELLY,03198875000138,03.198.875/0001-38,"ASSOC DE PAIS, MESTRES E COMUNITARIOS/APMC DA EM JULIO AUG","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040626,ESC MUN JULIO AUGUSTO CARDELLY,03198875000138,03.198.875/0001-38,"ASSOC DE PAIS, MESTRES E COMUNITARIOS/APMC DA EM JULIO AUG","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040626,ESC MUN JULIO AUGUSTO CARDELLY,03198875000138,03.198.875/0001-38,"ASSOC DE PAIS, MESTRES E COMUNITARIOS/APMC DA EM JULIO AUG","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040626,ESC MUN JULIO AUGUSTO CARDELLY,03198875000138,03.198.875/0001-38,"ASSOC DE PAIS, MESTRES E COMUNITARIOS/APMC DA EM JULIO AUG","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040626,ESC MUN JULIO AUGUSTO CARDELLY,03198875000138,03.198.875/0001-38,"ASSOC DE PAIS, MESTRES E COMUNITARIOS/APMC DA EM JULIO AUG","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040642,ESC MUN GERVAZIO BATISTA DE MATOS,03201239000118,03.201.239/0001-18,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM GERVASIO BATIS","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.",A Unidade Executora (UEx) atualizou os seus dados cadastrais no corrente exerccio. Data de atualizao: 13/02/2025,DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040642,ESC MUN GERVAZIO BATISTA DE MATOS,03201239000118,03.201.239/0001-18,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM GERVASIO BATIS","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.",A Unidade Executora (UEx) atualizou os seus dados cadastrais no corrente exerccio. Data de atualizao: 13/02/2025,DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040642,ESC MUN GERVAZIO BATISTA DE MATOS,03201239000118,03.201.239/0001-18,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM GERVASIO BATIS","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.",A Unidade Executora (UEx) atualizou os seus dados cadastrais no corrente exerccio. Data de atualizao: 13/02/2025,DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040642,ESC MUN GERVAZIO BATISTA DE MATOS,03201239000118,03.201.239/0001-18,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM GERVASIO BATIS","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.",A Unidade Executora (UEx) atualizou os seus dados cadastrais no corrente exerccio. Data de atualizao: 13/02/2025,DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040642,ESC MUN GERVAZIO BATISTA DE MATOS,03201239000118,03.201.239/0001-18,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM GERVASIO BATIS","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.",A Unidade Executora (UEx) atualizou os seus dados cadastrais no corrente exerccio. Data de atualizao: 13/02/2025,DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040642,ESC MUN GERVAZIO BATISTA DE MATOS,03201239000118,03.201.239/0001-18,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM GERVASIO BATIS","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.",A Unidade Executora (UEx) atualizou os seus dados cadastrais no corrente exerccio. Data de atualizao: 13/02/2025,DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040642,ESC MUN GERVAZIO BATISTA DE MATOS,03201239000118,03.201.239/0001-18,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM GERVASIO BATIS","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.",A Unidade Executora (UEx) atualizou os seus dados cadastrais no corrente exerccio. Data de atualizao: 13/02/2025,DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040642,ESC MUN GERVAZIO BATISTA DE MATOS,03201239000118,03.201.239/0001-18,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM GERVASIO BATIS","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.",A Unidade Executora (UEx) atualizou os seus dados cadastrais no corrente exerccio. Data de atualizao: 13/02/2025,DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040669,ESC MUN INDIGENA SAO THOMAS,08976617000159,08.976.617/0001-59,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM INDIGENA SAO T","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040669,ESC MUN INDIGENA SAO THOMAS,08976617000159,08.976.617/0001-59,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM INDIGENA SAO T","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040669,ESC MUN INDIGENA SAO THOMAS,08976617000159,08.976.617/0001-59,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM INDIGENA SAO T","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040669,ESC MUN INDIGENA SAO THOMAS,08976617000159,08.976.617/0001-59,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM INDIGENA SAO T","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040669,ESC MUN INDIGENA SAO THOMAS,08976617000159,08.976.617/0001-59,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA EM INDIGENA SAO T","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040685,ESC MUN SEBASTIAO NEGREIROS,03198854000112,03.198.854/0001-12,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA ESCOLA SEBASTIAO","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040685,ESC MUN SEBASTIAO NEGREIROS,03198854000112,03.198.854/0001-12,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA ESCOLA SEBASTIAO","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
AM,MAUES,2025,ADMINISTRAO PBLICA MUNICIPAL,13040685,ESC MUN SEBASTIAO NEGREIROS,03198854000112,03.198.854/0001-12,"ASSOC DE PAIS, MESTRES E COMUNITARIOS DA ESCOLA SEBASTIAO","No consta, na base de dados do FNDE, pendncia de prestao de contas de recursos do PDDE.","A Unidade Executora (UEx) no atualizou seus dados cadastrais,no sistema informatizado PDDEweb, no corrente exerccio. (enquanto no realizada a atualizao cadastral, at o prazo fixado para esse fim, o FNDE no repassar recursos Unidade Executora (UEx)",DESCONHECIDO,DESCONHECIDO,False,False,False
